ClosePrice,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,CloseDate,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,FireplacesTotal,AboveGradeFinishedArea,CountyOrParish,ElementarySchool,AttachedGarageYN,ParkingTotal,PropertySubType,YearBuilt,StreetNumberNumeric,BathroomsTotalInteger,City,BuildingAreaTotal,BedroomsTotal,ElementarySchoolDistrict,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,SalesTaxRate,CloseDate_Parsed,CloseDate_YearMonth,UNRATE,MORTGAGE30US,FEDFUNDS,CPIAUCNS,Age,LotDensity,index_right,SchoolDistrictID,FlooringType,District
890000.0,1,,,0,2024-12-19,34.180411,-118.34202,1377 N Catalina Street,Residential,1434.0,,,Los Angeles,,0,1,SingleFamilyResidence,1940.0,1377.0,1.0,Others,,3.0,,CA,,,1,1.0,,One,0,1.0,Burbank Unified,91505,6473.0,,0.105,,,,,,,85.0,4.5139470013947,124.0,606450.0,Unknown,_Burbank Unified School District
